id,organisation_code,organisation_name_short,organisation_name_long,organisation_name_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_category_name,indicator_subcategory_name,indicator_category_subcategory,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points
46004-non-sovereign-conditions,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,manual,document,0,0,0,monthly,1,1,0,sometimes,0,,document,50,0
46004-non-sovereign-contact-details,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-current-status,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-description,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,2.9999,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-disbursements-and-expenditures,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,3.333222389,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-finance-type,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-flow-type,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-location,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,1.184498718,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,33.84282051,0.512820513,monthly,1,1,0.512820513,,,,,,0
46004-non-sovereign-location-with-activity-scope-exclusion-,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,manual,website,,0,0,monthly,1,1,0,not published,0,,website,33.33,0
46004-non-sovereign-networked-data-implementors,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,3.316095044,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.033333,iati,iati,33.33,99.48384615,66.15384615,monthly,1,1,66.15384615,,,,,,0
46004-non-sovereign-networked-data-participating-orgs,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0,iati,iati,33.33,34.77404332,1.444043321,monthly,1,1,1.444043321,,,,,,0
46004-non-sovereign-networked-data-transactions-with-valid-receiver,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,1.666644443,networked-data-transactions-with-valid-receiver,Networked Data - Transactions with valid receiver,activity,Joining-up development data,activity-Joining-up development data,30.3,0.016667,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-objectives,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,4.974192308,objectives,Objectives,activity,Performance,activity-Performance,32,0.05,iati,iati,33.33,99.48384615,66.15384615,monthly,1,1,66.15384615,,,,,,0
46004-non-sovereign-organisation-strategy,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,1.8749375,organisation-strategy,Organisation strategy,,Organisational planning and commitments,#NAME?,3,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-planned-dates,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.998771924,planned-dates,Planned dates,activity,Project attributes,activity-Project attributes,18,0.01,iati,iati,33.33,99.87719235,66.54719235,monthly,1,1,66.54719235,,,,,,0
46004-non-sovereign-impact-appraisals,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,4.769064103,impact-appraisals,Pre-project impact appraisals,activity,Performance,activity-Performance,33,0.05,iati,iati,33.33,95.38128205,62.05128205,monthly,1,1,62.05128205,,,,,,0
46004-non-sovereign-procurement-policy,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,1.8749375,procurement-policy,Procurement policy,,Organisational planning and commitments,#NAME?,6,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-project-budget,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,1.66666675,project-budget,Project budget,activity,Finance and budgets,activity-Finance and budgets,11,0.033333335,manual,machine-readable,50,50,0,monthly,1,1,0,always,1,,machine-readable,50,50
46004-non-sovereign-project-budget-document,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,project-budget-document,Project budget document,activity,Finance and budgets,activity-Finance and budgets,12,0.033333335,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
46004-non-sovereign-project-procurement-contracts,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,project-procurement-contracts,Project procurement - Contracts,activity,Joining-up development data,activity-Joining-up development data,31.1,0.02,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
46004-non-sovereign-project-procurement-tenders,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,project-procurement-tenders,Project procurement - Tenders,activity,Joining-up development data,activity-Joining-up development data,31.2,0.01,manual,document,0,0,0,monthly,1,1,0,not published,0,,document,50,0
46004-non-sovereign-foia,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.6249375,foia,Quality of FOI legislation,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,1,0.01875,manual,not-applicable,33.33,33.33,0,monthly,1,1,0,,0,33.33,,0,33.33
46004-non-sovereign-results,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0,results,Results,activity,Performance,activity-Performance,35,0.05,manual,website,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0
46004-non-sovereign-reviews-and-evaluations,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,4.777611111,reviews-and-evaluations,Reviews and evaluations,activity,Performance,activity-Performance,34,0.05,iati,iati,33.33,95.55222222,62.22222222,monthly,1,1,62.22222222,,,,,,0
46004-non-sovereign-sector,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,2.499916667,sector,Sectors,activity,Project attributes,activity-Project attributes,22,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-country-strategy-or-mou,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.9375,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,,Organisational planning and commitments,#NAME?,7,0.01875,manual,document,50,50,0,monthly,1,1,0,always,1,,document,50,50
46004-non-sovereign-tied-aid-status,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,2.9999,tied-aid-status,Tied aid status,activity,Joining-up development data,activity-Joining-up development data,29,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-title,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.999966667,title,Title,activity,Project attributes,activity-Project attributes,16,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-total-organisation-budget,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,4.166527911,total-organisation-budget,Total organisation budget,,Finance and budgets,#NAME?,9,0.041666668,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-unique-id,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,2.499916667,unique-id,Unique ID,activity,Project attributes,activity-Project attributes,25,0.025,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-non-sovereign-disaggregated-budgets,46004-non-sovereign,AsDB - Non-Sov.,Asian Development Bank – Non-Sovereign Portfolio,AsDB - Non-Sov.,0.694375022,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,manual,pdf,16.665,16.665,0,monthly,1,1,0,,0,3,pdf,16.665,16.665
46004-sovereign-disaggregated-budgets,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,4.024077764,disaggregated-budgets,Disaggregated budget,,Finance and budgets,#NAME?,10,0.041666668,iati,iati,33.33,96.57786325,63.24786325,monthly,1,1,63.24786325,,,,,,0
46004-sovereign-accessibility,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,1.875,accessibility,Accessibility,commitment,Organisational planning and commitments,commitment-Organisational planning and commitments,2,0.01875,manual,not-applicable,100,100,0,monthly,1,1,0,,0,100,,0,100
46004-sovereign-actual-dates,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,0.999966667,actual-dates,Actual dates,activity,Project attributes,activity-Project attributes,19,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-aid-type,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,2.9999,aid-type,Aid type,activity,Joining-up development data,activity-Joining-up development data,27,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-allocation-policy,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,1.8749375,allocation-policy,Allocation policy,,Organisational planning and commitments,#NAME?,5,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-annual-report,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,1.8749375,annual-report,Annual report,,Organisational planning and commitments,#NAME?,4,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-audit,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,1.8749375,audit,Audit,,Organisational planning and commitments,#NAME?,8,0.01875,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-budget-alignment,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,3.301931798,budget-alignment,Budget Alignment,activity,Finance and budgets,activity-Finance and budgets,15,0.033333335,iati,iati,33.33,99.05794899,65.72794899,monthly,1,1,65.72794899,,,,,,0
46004-sovereign-commitments,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,3.333222389,commitments,Commitments,activity,Finance and budgets,activity-Finance and budgets,13,0.033333335,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-conditions,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,3.490962348,conditions,Conditions,activity,Project attributes,activity-Project attributes,24,0.035,iati,iati,33.33,99.74178137,66.41178137,monthly,1,1,66.41178137,,,,,,0
46004-sovereign-contact-details,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,0.999966667,contact-details,Contact details,activity,Project attributes,activity-Project attributes,21,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-current-status,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,0.999966667,current-status,Current status,activity,Project attributes,activity-Project attributes,20,0.01,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-description,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,2.9999,description,Description,activity,Project attributes,activity-Project attributes,17,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-disbursements-and-expenditures,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,3.332278369,disbursements-and-expenditures,Disbursements and expenditures,activity,Finance and budgets,activity-Finance and budgets,14,0.033333335,iati,iati,33.33,99.96834608,66.63834608,monthly,1,1,66.63834608,,,,,,0
46004-sovereign-finance-type,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,2.9999,finance-type,Finance type,activity,Joining-up development data,activity-Joining-up development data,28,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-flow-type,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,2.9999,flow-type,Flow type,activity,Joining-up development data,activity-Joining-up development data,26,0.03,iati,iati,33.33,99.99666667,66.66666667,monthly,1,1,66.66666667,,,,,,0
46004-sovereign-location,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,1.193312957,location,Location,activity,Project attributes,activity-Project attributes,23.1,0.035,iati,iati,33.33,34.0946559,0.764655905,monthly,1,1,0.764655905,,,,,,0
46004-sovereign-location-with-activity-scope-exclusion-,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,0,location-with-activity-scope-exclusion-,Location (with activity-scope exclusion),activity,Project attributes,activity-Project attributes,23.2,0.035,manual,website,,0,0,monthly,1,1,0,not published,0,,website,33.33,0
46004-sovereign-networked-data-implementors,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,1.984073803,networked-data-implementors,Networked Data - Implementors,activity,Joining-up development data,activity-Joining-up development data,30.1,0.02,iati,iati,33.33,99.20369017,65.87369017,monthly,1,1,65.87369017,,,,,,0
46004-sovereign-networked-data-participating-orgs,46004-sovereign,AsDB - Sovereign,Asian Development Bank – Sovereign Portfolio,AsDB - Sovereign,0.855572521,networked-data-participating-orgs,Networked Data - Participating Orgs,activity,Joining-up development data,activity-Joining-up development data,30.2,0.02,iati,iati,33.33,42.77862605,9.448626045,monthly,1,1,9.448626045,,,,,,0
