id,organisation_name,organisation_code,indicator_total_weighted_points,indicator_id,indicator_name,indicator_subcategory_name,indicator_order,indicator_weight,iati_manual,publication_format,publication_format_points,total_points,iati_data_quality_passed,iati_data_quality_points,iati_data_quality_frequency,iati_data_quality_frequency_value,iati_data_quality_frequency_multiplier,iati_data_quality_total_points,survey_publication_status,survey_publication_status_value,survey_ordinal_value,survey_publication_format,survey_publication_format_value,survey_total_points,survey_source
46004-sovereign-flow-type,AsDB - sovereign,46004-sovereign,2.99999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-allocation-policy,AsDB - sovereign,46004-sovereign,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-networked-data-implementors,AsDB - sovereign,46004-sovereign,4.907407391,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.05,iati,iati,33.333333,98.14814781,97.22222222,64.81481481,monthly,1,1,64.81481481,,,,,,0,
46004-sovereign-tied-aid-status,AsDB - sovereign,46004-sovereign,2.99999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-total-organisation-budget,AsDB - sovereign,46004-sovereign,4.166666786,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-unique-id,AsDB - sovereign,46004-sovereign,2.499999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-sub-national-location,AsDB - sovereign,46004-sovereign,3.44238682,sub-national-location,Sub-national location,Project attributes,23,0.035,iati,iati,33.333333,98.35390913,97.5308642,65.02057613,monthly,1,1,65.02057613,,,,,,0,
46004-sovereign-contact-details,AsDB - sovereign,46004-sovereign,0.999999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-organisation-strategy,AsDB - sovereign,46004-sovereign,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-reviews-and-evaluations,AsDB - sovereign,46004-sovereign,4.683950601,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,iati,iati,33.333333,93.67901201,90.51851852,60.34567901,monthly,1,1,60.34567901,,,,,,0,
46004-sovereign-project-budget-document,AsDB - sovereign,46004-sovereign,3.328230797,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,99.84691892,99.77037887,66.51358592,monthly,1,1,66.51358592,,,,,,0,
46004-sovereign-commitments,AsDB - sovereign,46004-sovereign,3.333333489,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-conditions,AsDB - sovereign,46004-sovereign,2.314128932,conditions,Conditions,Project attributes,24,0.035,iati,iati,33.333333,66.11796949,49.17695473,32.78463649,monthly,1,1,32.78463649,,,,,,0,
46004-sovereign-impact-appraisals,AsDB - sovereign,46004-sovereign,4.992345946,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,iati,iati,33.333333,99.84691892,99.77037887,66.51358592,monthly,1,1,66.51358592,,,,,,0,
46004-sovereign-project-procurement-contracts,AsDB - sovereign,46004-sovereign,1.972445458,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,iati,iati,33.333333,98.62227292,97.93340987,65.28893992,monthly,1,1,65.28893992,,,,,,0,
46004-sovereign-project-budget,AsDB - sovereign,46004-sovereign,3.333333489,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-planned-dates,AsDB - sovereign,46004-sovereign,0.999999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-current-status,AsDB - sovereign,46004-sovereign,0.999999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-sector,AsDB - sovereign,46004-sovereign,2.499999992,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-title,AsDB - sovereign,46004-sovereign,0.999999997,title,Title,Project attributes,16,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-disbursements-and-expenditures,AsDB - sovereign,46004-sovereign,3.333333489,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-results,AsDB - sovereign,46004-sovereign,3.331618639,results,Results,Performance,37,0.05,iati,iati,33.333333,66.63237278,49.94855967,33.29903978,monthly,1,1,33.29903978,,,,,,0,
46004-sovereign-procurement-policy,AsDB - sovereign,46004-sovereign,1.874999994,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-objectives,AsDB - sovereign,46004-sovereign,4.993141273,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,99.86282546,99.79423868,66.52949246,monthly,1,1,66.52949246,,,,,,0,
46004-sovereign-budget-alignment,AsDB - sovereign,46004-sovereign,3.318025413,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,99.54075742,99.31113662,66.20742442,monthly,1,1,66.20742442,,,,,,0,
46004-sovereign-description,AsDB - sovereign,46004-sovereign,2.99999999,description,Description,Project attributes,17,0.03,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-country-strategy-or-mou,AsDB - sovereign,46004-sovereign,1.499999994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,79.99999967,70,46.66666667,monthly,1,1,46.66666667,,,,,,0,
46004-sovereign-actual-dates,AsDB - sovereign,46004-sovereign,0.999999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-audit,AsDB - sovereign,46004-sovereign,1.874999994,audit,Audit,Organisational planning and commitments,8,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
46004-sovereign-project-procurement-tenders,AsDB - sovereign,46004-sovereign,0.986222729,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,iati,iati,33.333333,98.62227292,97.93340987,65.28893992,monthly,1,1,65.28893992,,,,,,0,
46004-sovereign-disaggregated-budgets,AsDB - sovereign,46004-sovereign,3.95,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,iati,iati,33.333333,94.99999,92.5,61.66666,monthly,1,1,61.66666,,,,,,0,https://projectsportal.afdb.org/
46004-sovereign-networked-data-participating-orgs,AsDB - sovereign,46004-sovereign,0,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,,manual,website,0,0,0,0,monthly,1,1,0,not published,0,,website,33.33,0,
46004-sovereign-foia,AsDB - sovereign,46004-sovereign,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,monthly,1,1,0,,0,66.66,,0,66.66,
46004-sovereign-accessibility,AsDB - sovereign,46004-sovereign,1.249875,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,66.66,66.66,0,0,monthly,1,1,0,,0,66.66,,0,66.66,https://projectsportal.afdb.org/
AU-5-aid-type,"Australia, DFAT",AU-5,2.24999999,aid-type,Aid type,Joining-up development data,27,0.03,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-reviews-and-evaluations,"Australia, DFAT",AU-5,3.276515135,reviews-and-evaluations,Reviews and evaluations,Performance,36,0.05,iati,iati,33.333333,65.5303027,77.27272727,51.51515152,less than quarterly,0.625,0.625,32.1969697,,,,,,0,
AU-5-commitments,"Australia, DFAT",AU-5,2.316081196,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,69.4824324,86.75783856,57.83855904,less than quarterly,0.625,0.625,36.1490994,,,,,,0,
AU-5-current-status,"Australia, DFAT",AU-5,0.749999997,current-status,Current status,Project attributes,20,0.01,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-tied-aid-status,"Australia, DFAT",AU-5,2.24999999,tied-aid-status,Tied aid status,Joining-up development data,29,0.03,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-objectives,"Australia, DFAT",AU-5,1.850122287,objectives,Objectives,Performance,34,0.05,iati,iati,33.333333,37.00244574,8.80587058,5.870580387,less than quarterly,0.625,0.625,3.669112742,,,,,,0,
AU-5-finance-type,"Australia, DFAT",AU-5,2.24999999,finance-type,Finance type,Joining-up development data,28,0.03,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-budget-alignment,"Australia, DFAT",AU-5,2.17564741,budget-alignment,Budget Alignment,Finance and budgets,15,0.033333335,iati,iati,33.333333,65.26941904,76.64660649,51.09773766,less than quarterly,0.625,0.625,31.93608604,,,,,,0,
AU-5-unique-id,"Australia, DFAT",AU-5,1.874999992,unique-id,Unique ID,Project attributes,25,0.025,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-flow-type,"Australia, DFAT",AU-5,2.24999999,flow-type,Flow type,Joining-up development data,26,0.03,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-sector,"Australia, DFAT",AU-5,1.874826381,sector,Sectors,Project attributes,22,0.025,iati,iati,33.333333,74.99305522,99.98333333,66.65555556,less than quarterly,0.625,0.625,41.65972222,,,,,,0,
AU-5-description,"Australia, DFAT",AU-5,2.24437499,description,Description,Project attributes,17,0.03,iati,iati,33.333333,74.81249967,99.55,66.36666667,less than quarterly,0.625,0.625,41.47916667,,,,,,0,
AU-5-annual-report,"Australia, DFAT",AU-5,1.874999994,annual-report,Annual report,Organisational planning and commitments,4,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,less than quarterly,0.625,1,66.66666667,,,,,,0,
AU-5-networked-data-implementors,"Australia, DFAT",AU-5,2.500000114,networked-data-implementors,Networked Data - Implementors,Joining-up development data,30,0.033333335,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-contact-details,"Australia, DFAT",AU-5,0.749999997,contact-details,Contact details,Project attributes,21,0.01,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-planned-dates,"Australia, DFAT",AU-5,0.749999997,planned-dates,Planned dates,Project attributes,18,0.01,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-title,"Australia, DFAT",AU-5,0.749861108,title,Title,Project attributes,16,0.01,iati,iati,33.333333,74.98611078,99.96666667,66.64444444,less than quarterly,0.625,0.625,41.65277778,,,,,,0,
AU-5-disbursements-and-expenditures,"Australia, DFAT",AU-5,2.500000114,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-actual-dates,"Australia, DFAT",AU-5,0.749999997,actual-dates,Actual dates,Project attributes,19,0.01,iati,iati,33.333333,74.99999967,100,66.66666667,less than quarterly,0.625,0.625,41.66666667,,,,,,0,
AU-5-organisation-strategy,"Australia, DFAT",AU-5,0.9375,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
AU-5-project-budget-document,"Australia, DFAT",AU-5,0,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,
AU-5-conditions,"Australia, DFAT",AU-5,0,conditions,Conditions,Project attributes,24,0.035,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,
AU-5-impact-appraisals,"Australia, DFAT",AU-5,0,impact-appraisals,Pre-project impact appraisals,Performance,35,0.05,manual,document,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,document,50,0,
AU-5-project-procurement-contracts,"Australia, DFAT",AU-5,1,project-procurement-contracts,Project procurement - Contracts,Joining-up development data,32,0.02,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
AU-5-results,"Australia, DFAT",AU-5,0,results,Results,Performance,37,0.05,manual,pdf,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,pdf,16.665,0,
AU-5-project-budget,"Australia, DFAT",AU-5,0,project-budget,Project budget,Finance and budgets,11,0.033333335,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
AU-5-total-organisation-budget,"Australia, DFAT",AU-5,0.231458341,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,manual,pdf,5.555,5.555,0,0,less than quarterly,0.625,1,0,,0,1,pdf,16.665,5.555,
AU-5-sub-national-location,"Australia, DFAT",AU-5,0,sub-national-location,Sub-national location,Project attributes,23,0.035,manual,website,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,website,33.33,0,
AU-5-allocation-policy,"Australia, DFAT",AU-5,0.9375,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
AU-5-procurement-policy,"Australia, DFAT",AU-5,0.9375,procurement-policy,Procurement policy,Organisational planning and commitments,6,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
AU-5-networked-data-participating-orgs,"Australia, DFAT",AU-5,0,networked-data-participating-orgs,Networked Data - Participating Orgs,Joining-up development data,31,0.016666668,manual,website,0,0,0,0,less than quarterly,0.625,1,0,not published,0,,website,33.33,0,
AU-5-country-strategy-or-mou,"Australia, DFAT",AU-5,0,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
AU-5-audit,"Australia, DFAT",AU-5,0.9375,audit,Audit,Organisational planning and commitments,8,0.01875,manual,document,50,50,0,0,less than quarterly,0.625,1,0,always,1,,document,50,50,
AU-5-project-procurement-tenders,"Australia, DFAT",AU-5,0,project-procurement-tenders,Project procurement - Tenders,Joining-up development data,33,0.01,manual,document,0,0,0,0,less than quarterly,0.625,1,0,sometimes,0,,document,50,0,
AU-5-disaggregated-budgets,"Australia, DFAT",AU-5,0.462916681,disaggregated-budgets,Disaggregated budget,Finance and budgets,10,0.041666668,manual,website,11.11,11.11,0,0,less than quarterly,0.625,1,0,,0,1,website,33.33,11.11,
AU-5-foia,"Australia, DFAT",AU-5,1.249875,foia,Quality of FOI legislation,Organisational planning and commitments,1,0.01875,manual,not-applicable,66.66,66.66,0,0,less than quarterly,0.625,1,0,,0,66.66,,0,66.66,
AU-5-accessibility,"Australia, DFAT",AU-5,0,accessibility,Accessibility,Organisational planning and commitments,2,0.01875,manual,not-applicable,0,0,0,0,less than quarterly,0.625,1,0,,0,0,,0,0,https://projectsportal.afdb.org/
XM-DAC-2-10-organisation-strategy,"Belgium, DGD",XM-DAC-2-10,1.874999994,organisation-strategy,Organisation strategy,Organisational planning and commitments,3,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-2-10-allocation-policy,"Belgium, DGD",XM-DAC-2-10,1.874999994,allocation-policy,Allocation policy,Organisational planning and commitments,5,0.01875,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-2-10-country-strategy-or-mou,"Belgium, DGD",XM-DAC-2-10,1.339249994,country-strategy-or-mou,Strategy (country/sector) or Memorandum of Understanding,Organisational planning and commitments,7,0.01875,iati,iati,33.333333,71.42666633,57.14,38.09333333,monthly,1,1,38.09333333,,,,,,0,
XM-DAC-2-10-total-organisation-budget,"Belgium, DGD",XM-DAC-2-10,4.166666786,total-organisation-budget,Total organisation budget,Finance and budgets,9,0.041666668,iati,iati,33.333333,99.99999967,100,66.66666667,monthly,1,1,66.66666667,,,,,,0,
XM-DAC-2-10-project-budget,"Belgium, DGD",XM-DAC-2-10,2.067286502,project-budget,Project budget,Finance and budgets,11,0.033333335,iati,iati,33.333333,62.01859196,43.02788845,28.68525896,monthly,1,1,28.68525896,,,,,,0,
XM-DAC-2-10-project-budget-document,"Belgium, DGD",XM-DAC-2-10,2.103909559,project-budget-document,Project budget document,Finance and budgets,12,0.033333335,iati,iati,33.333333,63.11728362,44.67592593,29.78395062,monthly,1,1,29.78395062,,,,,,0,
XM-DAC-2-10-commitments,"Belgium, DGD",XM-DAC-2-10,3.290506934,commitments,Commitments,Finance and budgets,13,0.033333335,iati,iati,33.333333,98.71520309,98.07280514,65.38187009,monthly,1,1,65.38187009,,,,,,0,
XM-DAC-2-10-disbursements-and-expenditures,"Belgium, DGD",XM-DAC-2-10,2.82417334,disbursements-and-expenditures,Disbursements and expenditures,Finance and budgets,14,0.033333335,iati,iati,33.333333,84.72519596,77.08779443,51.39186296,monthly,1,1,51.39186296,,,,,,0,
